constructorResultsId,constructorId,points,name,nationality,year,round,circuitId,name_1,date,time
2094,24,0,"Stewart","British",1997,8,8,"French Grand Prix","1997-06-29",\N
2095,3,10,"Williams","British",1997,9,9,"British Grand Prix","1997-07-13",\N
2096,22,10,"Benetton","Italian",1997,9,9,"British Grand Prix","1997-07-13",\N
2097,1,3,"McLaren","British",1997,9,9,"British Grand Prix","1997-07-13",\N
2098,17,2,"Jordan","Irish",1997,9,9,"British Grand Prix","1997-07-13",\N
2099,21,1,"Arrows","British",1997,9,9,"British Grand Prix","1997-07-13",\N
2100,20,0,"Prost","French",1997,9,9,"British Grand Prix","1997-07-13",\N
2101,15,0,"Sauber","Swiss",1997,9,9,"British Grand Prix","1997-07-13",\N
2102,18,0,"Minardi","Italian",1997,9,9,"British Grand Prix","1997-07-13",\N
2103,24,0,"Stewart","British",1997,9,9,"British Grand Prix","1997-07-13",\N
2104,25,0,"Tyrrell","British",1997,9,9,"British Grand Prix","1997-07-13",\N
2105,6,0,"Ferrari","Italian",1997,9,9,"British Grand Prix","1997-07-13",\N
2106,22,11,"Benetton","Italian",1997,10,10,"German Grand Prix","1997-07-27",\N
2107,6,6,"Ferrari","Italian",1997,10,10,"German Grand Prix","1997-07-27",\N
2108,1,4,"McLaren","British",1997,10,10,"German Grand Prix","1997-07-27",\N
2109,20,3,"Prost","French",1997,10,10,"German Grand Prix","1997-07-27",\N
2110,17,2,"Jordan","Irish",1997,10,10,"German Grand Prix","1997-07-27",\N
2111,21,0,"Arrows","British",1997,10,10,"German Grand Prix","1997-07-27",\N
2112,15,0,"Sauber","Swiss",1997,10,10,"German Grand Prix","1997-07-27",\N
2113,25,0,"Tyrrell","British",1997,10,10,"German Grand Prix","1997-07-27",\N
2114,24,0,"Stewart","British",1997,10,10,"German Grand Prix","1997-07-27",\N
2115,3,0,"Williams","British",1997,10,10,"German Grand Prix","1997-07-27",\N
2116,18,0,"Minardi","Italian",1997,10,10,"German Grand Prix","1997-07-27",\N
2117,3,10,"Williams","British",1997,11,11,"Hungarian Grand Prix","1997-08-10",\N
2118,21,6,"Arrows","British",1997,11,11,"Hungarian Grand Prix","1997-08-10",\N
2119,15,4,"Sauber","Swiss",1997,11,11,"Hungarian Grand Prix","1997-08-10",\N
2120,6,3,"Ferrari","Italian",1997,11,11,"Hungarian Grand Prix","1997-08-10",\N
2121,17,2,"Jordan","Irish",1997,11,11,"Hungarian Grand Prix","1997-08-10",\N
2122,20,1,"Prost","French",1997,11,11,"Hungarian Grand Prix","1997-08-10",\N
2123,22,0,"Benetton","Italian",1997,11,11,"Hungarian Grand Prix","1997-08-10",\N
2124,18,0,"Minardi","Italian",1997,11,11,"Hungarian Grand Prix","1997-08-10",\N
2125,25,0,"Tyrrell","British",1997,11,11,"Hungarian Grand Prix","1997-08-10",\N
2126,1,0,"McLaren","British",1997,11,11,"Hungarian Grand Prix","1997-08-10",\N
2127,24,0,"Stewart","British",1997,11,11,"Hungarian Grand Prix","1997-08-10",\N
2128,6,10,"Ferrari","Italian",1997,12,13,"Belgian Grand Prix","1997-08-24",\N
2129,17,6,"Jordan","Irish",1997,12,13,"Belgian Grand Prix","1997-08-24",\N
2130,3,6,"Williams","British",1997,12,13,"Belgian Grand Prix","1997-08-24",\N
2131,15,3,"Sauber","Swiss",1997,12,13,"Belgian Grand Prix","1997-08-24",\N
2132,22,1,"Benetton","Italian",1997,12,13,"Belgian Grand Prix","1997-08-24",\N
2133,21,0,"Arrows","British",1997,12,13,"Belgian Grand Prix","1997-08-24",\N
2134,25,0,"Tyrrell","British",1997,12,13,"Belgian Grand Prix","1997-08-24",\N
2135,24,0,"Stewart","British",1997,12,13,"Belgian Grand Prix","1997-08-24",\N
2136,18,0,"Minardi","Italian",1997,12,13,"Belgian Grand Prix","1997-08-24",\N
2137,20,0,"Prost","French",1997,12,13,"Belgian Grand Prix","1997-08-24",\N
2138,1,0,"McLaren","British",1997,12,13,"Belgian Grand Prix","1997-08-24",\N
2139,1,10,"McLaren","British",1997,13,14,"Italian Grand Prix","1997-09-07",\N
2140,22,6,"Benetton","Italian",1997,13,14,"Italian Grand Prix","1997-09-07",\N
2141,3,6,"Williams","British",1997,13,14,"Italian Grand Prix","1997-09-07",\N
2142,17,3,"Jordan","Irish",1997,13,14,"Italian Grand Prix","1997-09-07",\N
2143,6,1,"Ferrari","Italian",1997,13,14,"Italian Grand Prix","1997-09-07",\N
2144,20,0,"Prost","French",1997,13,14,"Italian Grand Prix","1997-09-07",\N
2145,15,0,"Sauber","Swiss",1997,13,14,"Italian Grand Prix","1997-09-07",\N
2146,24,0,"Stewart","British",1997,13,14,"Italian Grand Prix","1997-09-07",\N
2147,18,0,"Minardi","Italian",1997,13,14,"Italian Grand Prix","1997-09-07",\N
2148,21,0,"Arrows","British",1997,13,14,"Italian Grand Prix","1997-09-07",\N
2149,25,0,"Tyrrell","British",1997,13,14,"Italian Grand Prix","1997-09-07",\N
2150,3,14,"Williams","British",1997,14,23,"Austrian Grand Prix","1997-09-21",\N
2151,1,6,"McLaren","British",1997,14,23,"Austrian Grand Prix","1997-09-21",\N
2152,17,5,"Jordan","Irish",1997,14,23,"Austrian Grand Prix","1997-09-21",\N
2153,6,1,"Ferrari","Italian",1997,14,23,"Austrian Grand Prix","1997-09-21",\N
2154,21,0,"Arrows","British",1997,14,23,"Austrian Grand Prix","1997-09-21",\N
2155,15,0,"Sauber","Swiss",1997,14,23,"Austrian Grand Prix","1997-09-21",\N
2156,22,0,"Benetton","Italian",1997,14,23,"Austrian Grand Prix","1997-09-21",\N
2157,18,0,"Minardi","Italian",1997,14,23,"Austrian Grand Prix","1997-09-21",\N
2158,25,0,"Tyrrell","British",1997,14,23,"Austrian Grand Prix","1997-09-21",\N
2159,24,0,"Stewart","British",1997,14,23,"Austrian Grand Prix","1997-09-21",\N
2160,20,0,"Prost","French",1997,14,23,"Austrian Grand Prix","1997-09-21",\N
2161,3,14,"Williams","British",1997,15,20,"Luxembourg Grand Prix","1997-09-28",\N
2162,22,9,"Benetton","Italian",1997,15,20,"Luxembourg Grand Prix","1997-09-28",\N
2163,21,2,"Arrows","British",1997,15,20,"Luxembourg Grand Prix","1997-09-28",\N
2164,20,1,"Prost","French",1997,15,20,"Luxembourg Grand Prix","1997-09-28",\N
2165,15,0,"Sauber","Swiss",1997,15,20,"Luxembourg Grand Prix","1997-09-28",\N
2166,25,0,"Tyrrell","British",1997,15,20,"Luxembourg Grand Prix","1997-09-28",\N
2167,1,0,"McLaren","British",1997,15,20,"Luxembourg Grand Prix","1997-09-28",\N
2168,24,0,"Stewart","British",1997,15,20,"Luxembourg Grand Prix","1997-09-28",\N
2169,6,0,"Ferrari","Italian",1997,15,20,"Luxembourg Grand Prix","1997-09-28",\N
2170,18,0,"Minardi","Italian",1997,15,20,"Luxembourg Grand Prix","1997-09-28",\N
2171,17,0,"Jordan","Irish",1997,15,20,"Luxembourg Grand Prix","1997-09-28",\N
2172,6,14,"Ferrari","Italian",1997,16,22,"Japanese Grand Prix","1997-10-12",\N
2173,3,6,"Williams","British",1997,16,22,"Japanese Grand Prix","1997-10-12",\N
2174,1,3,"McLaren","British",1997,16,22,"Japanese Grand Prix","1997-10-12",\N
2175,22,2,"Benetton","Italian",1997,16,22,"Japanese Grand Prix","1997-10-12",\N
2176,15,1,"Sauber","Swiss",1997,16,22,"Japanese Grand Prix","1997-10-12",\N
2177,17,0,"Jordan","Irish",1997,16,22,"Japanese Grand Prix","1997-10-12",\N
2178,21,0,"Arrows","British",1997,16,22,"Japanese Grand Prix","1997-10-12",\N
2179,25,0,"Tyrrell","British",1997,16,22,"Japanese Grand Prix","1997-10-12",\N
2180,18,0,"Minardi","Italian",1997,16,22,"Japanese Grand Prix","1997-10-12",\N
2181,20,0,"Prost","French",1997,16,22,"Japanese Grand Prix","1997-10-12",\N
2182,24,0,"Stewart","British",1997,16,22,"Japanese Grand Prix","1997-10-12",\N
2183,1,16,"McLaren","British",1997,17,26,"European Grand Prix","1997-10-26",\N
2184,3,5,"Williams","British",1997,17,26,"European Grand Prix","1997-10-26",\N
2185,22,3,"Benetton","Italian",1997,17,26,"European Grand Prix","1997-10-26",\N
2186,6,2,"Ferrari","Italian",1997,17,26,"European Grand Prix","1997-10-26",\N
2187,20,0,"Prost","French",1997,17,26,"European Grand Prix","1997-10-26",\N
2188,15,0,"Sauber","Swiss",1997,17,26,"European Grand Prix","1997-10-26",\N
2189,24,0,"Stewart","British",1997,17,26,"European Grand Prix","1997-10-26",\N
2190,17,0,"Jordan","Irish",1997,17,26,"European Grand Prix","1997-10-26",\N
2191,25,0,"Tyrrell","British",1997,17,26,"European Grand Prix","1997-10-26",\N
2192,18,0,"Minardi","Italian",1997,17,26,"European Grand Prix","1997-10-26",\N
2193,21,0,"Arrows","British",1997,17,26,"European Grand Prix","1997-10-26",\N
2194,3,16,"Williams","British",1996,1,1,"Australian Grand Prix","1996-03-10",\N
2195,6,4,"Ferrari","Italian",1996,1,1,"Australian Grand Prix","1996-03-10",\N
2196,22,3,"Benetton","Italian",1996,1,1,"Australian Grand Prix","1996-03-10",\N
2197,1,2,"McLaren","British",1996,1,1,"Australian Grand Prix","1996-03-10",\N
2198,25,1,"Tyrrell","British",1996,1,1,"Australian Grand Prix","1996-03-10",\N
2199,27,0,"Ligier","French",1996,1,1,"Australian Grand Prix","1996-03-10",\N
2200,15,0,"Sauber","Swiss",1996,1,1,"Australian Grand Prix","1996-03-10",\N
2201,29,0,"Footwork","British",1996,1,1,"Australian Grand Prix","1996-03-10",\N
2202,18,0,"Minardi","Italian",1996,1,1,"Australian Grand Prix","1996-03-10",\N
2203,17,0,"Jordan","Irish",1996,1,1,"Australian Grand Prix","1996-03-10",\N
2204,28,0,"Forti","Italian",1996,1,1,"Australian Grand Prix","1996-03-10",\N
2205,3,10,"Williams","British",1996,2,18,"Brazilian Grand Prix","1996-03-31",\N
2206,22,6,"Benetton","Italian",1996,2,18,"Brazilian Grand Prix","1996-03-31",\N
2207,6,4,"Ferrari","Italian",1996,2,18,"Brazilian Grand Prix","1996-03-31",\N
2208,1,3,"McLaren","British",1996,2,18,"Brazilian Grand Prix","1996-03-31",\N
2209,25,2,"Tyrrell","British",1996,2,18,"Brazilian Grand Prix","1996-03-31",\N
2210,27,1,"Ligier","French",1996,2,18,"Brazilian Grand Prix","1996-03-31",\N
2211,18,0,"Minardi","Italian",1996,2,18,"Brazilian Grand Prix","1996-03-31",\N
2212,28,0,"Forti","Italian",1996,2,18,"Brazilian Grand Prix","1996-03-31",\N
2213,17,0,"Jordan","Irish",1996,2,18,"Brazilian Grand Prix","1996-03-31",\N
2214,15,0,"Sauber","Swiss",1996,2,18,"Brazilian Grand Prix","1996-03-31",\N
2215,29,0,"Footwork","British",1996,2,18,"Brazilian Grand Prix","1996-03-31",\N
2216,3,16,"Williams","British",1996,3,25,"Argentine Grand Prix","1996-04-07",\N
2217,22,4,"Benetton","Italian",1996,3,25,"Argentine Grand Prix","1996-04-07",\N
2218,17,3,"Jordan","Irish",1996,3,25,"Argentine Grand Prix","1996-04-07",\N
2219,6,2,"Ferrari","Italian",1996,3,25,"Argentine Grand Prix","1996-04-07",\N
2220,29,1,"Footwork","British",1996,3,25,"Argentine Grand Prix","1996-04-07",\N
2221,1,0,"McLaren","British",1996,3,25,"Argentine Grand Prix","1996-04-07",\N
2222,27,0,"Ligier","French",1996,3,25,"Argentine Grand Prix","1996-04-07",\N
2223,15,0,"Sauber","Swiss",1996,3,25,"Argentine Grand Prix","1996-04-07",\N
2224,28,0,"Forti","Italian",1996,3,25,"Argentine Grand Prix","1996-04-07",\N
2225,18,0,"Minardi","Italian",1996,3,25,"Argentine Grand Prix","1996-04-07",\N
2226,25,0,"Tyrrell","British",1996,3,25,"Argentine Grand Prix","1996-04-07",\N
2227,3,13,"Williams","British",1996,4,20,"European Grand Prix","1996-04-28",\N
2228,6,6,"Ferrari","Italian",1996,4,20,"European Grand Prix","1996-04-28",\N
2229,1,4,"McLaren","British",1996,4,20,"European Grand Prix","1996-04-28",\N
2230,17,3,"Jordan","Irish",1996,4,20,"European Grand Prix","1996-04-28",\N
2231,15,0,"Sauber","Swiss",1996,4,20,"European Grand Prix","1996-04-28",\N
2232,22,0,"Benetton","Italian",1996,4,20,"European Grand Prix","1996-04-28",\N
2233,27,0,"Ligier","French",1996,4,20,"European Grand Prix","1996-04-28",\N
2234,29,0,"Footwork","British",1996,4,20,"European Grand Prix","1996-04-28",\N
2235,18,0,"Minardi","Italian",1996,4,20,"European Grand Prix","1996-04-28",\N
2236,25,0,"Tyrrell","British",1996,4,20,"European Grand Prix","1996-04-28",\N
2237,28,0,"Forti","Italian",1996,4,20,"European Grand Prix","1996-04-28",\N
2238,3,10,"Williams","British",1996,5,21,"San Marino Grand Prix","1996-05-05",\N
2239,6,9,"Ferrari","Italian",1996,5,21,"San Marino Grand Prix","1996-05-05",\N
2240,22,5,"Benetton","Italian",1996,5,21,"San Marino Grand Prix","1996-05-05",\N
2241,17,2,"Jordan","Irish",1996,5,21,"San Marino Grand Prix","1996-05-05",\N
2242,27,0,"Ligier","French",1996,5,21,"San Marino Grand Prix","1996-05-05",\N
2243,1,0,"McLaren","British",1996,5,21,"San Marino Grand Prix","1996-05-05",\N
2244,18,0,"Minardi","Italian",1996,5,21,"San Marino Grand Prix","1996-05-05",\N
2245,28,0,"Forti","Italian",1996,5,21,"San Marino Grand Prix","1996-05-05",\N
2246,25,0,"Tyrrell","British",1996,5,21,"San Marino Grand Prix","1996-05-05",\N
2247,29,0,"Footwork","British",1996,5,21,"San Marino Grand Prix","1996-05-05",\N
2248,15,0,"Sauber","Swiss",1996,5,21,"San Marino Grand Prix","1996-05-05",\N
2249,27,10,"Ligier","French",1996,6,6,"Monaco Grand Prix","1996-05-19",\N
2250,1,7,"McLaren","British",1996,6,6,"Monaco Grand Prix","1996-05-19",\N
2251,15,7,"Sauber","Swiss",1996,6,6,"Monaco Grand Prix","1996-05-19",\N
2252,25,2,"Tyrrell","British",1996,6,6,"Monaco Grand Prix","1996-05-19",\N
2253,6,0,"Ferrari","Italian",1996,6,6,"Monaco Grand Prix","1996-05-19",\N
2254,3,0,"Williams","British",1996,6,6,"Monaco Grand Prix","1996-05-19",\N
2255,22,0,"Benetton","Italian",1996,6,6,"Monaco Grand Prix","1996-05-19",\N
2256,28,0,"Forti","Italian",1996,6,6,"Monaco Grand Prix","1996-05-19",\N
2257,17,0,"Jordan","Irish",1996,6,6,"Monaco Grand Prix","1996-05-19",\N
2258,29,0,"Footwork","British",1996,6,6,"Monaco Grand Prix","1996-05-19",\N
2259,18,0,"Minardi","Italian",1996,6,6,"Monaco Grand Prix","1996-05-19",\N
2260,6,10,"Ferrari","Italian",1996,7,4,"Spanish Grand Prix","1996-06-02",\N
2261,22,6,"Benetton","Italian",1996,7,4,"Spanish Grand Prix","1996-06-02",\N
2262,3,4,"Williams","British",1996,7,4,"Spanish Grand Prix","1996-06-02",\N
2263,15,3,"Sauber","Swiss",1996,7,4,"Spanish Grand Prix","1996-06-02",\N
2264,1,2,"McLaren","British",1996,7,4,"Spanish Grand Prix","1996-06-02",\N
2265,27,1,"Ligier","French",1996,7,4,"Spanish Grand Prix","1996-06-02",\N
2266,29,0,"Footwork","British",1996,7,4,"Spanish Grand Prix","1996-06-02",\N
2267,17,0,"Jordan","Irish",1996,7,4,"Spanish Grand Prix","1996-06-02",\N
2268,25,0,"Tyrrell","British",1996,7,4,"Spanish Grand Prix","1996-06-02",\N
2269,18,0,"Minardi","Italian",1996,7,4,"Spanish Grand Prix","1996-06-02",\N
2270,28,0,"Forti","Italian",1996,7,4,"Spanish Grand Prix","1996-06-02",\N
2271,3,16,"Williams","British",1996,8,7,"Canadian Grand Prix","1996-06-16",\N
2272,22,4,"Benetton","Italian",1996,8,7,"Canadian Grand Prix","1996-06-16",\N
2273,1,5,"McLaren","British",1996,8,7,"Canadian Grand Prix","1996-06-16",\N
2274,17,1,"Jordan","Irish",1996,8,7,"Canadian Grand Prix","1996-06-16",\N
2275,15,0,"Sauber","Swiss",1996,8,7,"Canadian Grand Prix","1996-06-16",\N
2276,18,0,"Minardi","Italian",1996,8,7,"Canadian Grand Prix","1996-06-16",\N
2277,28,0,"Forti","Italian",1996,8,7,"Canadian Grand Prix","1996-06-16",\N
2278,6,0,"Ferrari","Italian",1996,8,7,"Canadian Grand Prix","1996-06-16",\N
2279,27,0,"Ligier","French",1996,8,7,"Canadian Grand Prix","1996-06-16",\N
2280,25,0,"Tyrrell","British",1996,8,7,"Canadian Grand Prix","1996-06-16",\N
2281,29,0,"Footwork","British",1996,8,7,"Canadian Grand Prix","1996-06-16",\N
2282,3,16,"Williams","British",1996,9,8,"French Grand Prix","1996-06-30",\N
2283,22,7,"Benetton","Italian",1996,9,8,"French Grand Prix","1996-06-30",\N
2284,1,3,"McLaren","British",1996,9,8,"French Grand Prix","1996-06-30",\N
2285,27,0,"Ligier","French",1996,9,8,"French Grand Prix","1996-06-30",\N
2286,17,0,"Jordan","Irish",1996,9,8,"French Grand Prix","1996-06-30",\N
2287,25,0,"Tyrrell","British",1996,9,8,"French Grand Prix","1996-06-30",\N
2288,29,0,"Footwork","British",1996,9,8,"French Grand Prix","1996-06-30",\N
2289,18,0,"Minardi","Italian",1996,9,8,"French Grand Prix","1996-06-30",\N
2290,15,0,"Sauber","Swiss",1996,9,8,"French Grand Prix","1996-06-30",\N
2291,28,0,"Forti","Italian",1996,9,8,"French Grand Prix","1996-06-30",\N
2292,6,0,"Ferrari","Italian",1996,9,8,"French Grand Prix","1996-06-30",\N
2293,3,10,"Williams","British",1996,10,9,"British Grand Prix","1996-07-14",\N
2294,22,6,"Benetton","Italian",1996,10,9,"British Grand Prix","1996-07-14",\N
2295,1,6,"McLaren","British",1996,10,9,"British Grand Prix","1996-07-14",\N
2296,17,4,"Jordan","Irish",1996,10,9,"British Grand Prix","1996-07-14",\N
2297,25,0,"Tyrrell","British",1996,10,9,"British Grand Prix","1996-07-14",\N
2298,15,0,"Sauber","Swiss",1996,10,9,"British Grand Prix","1996-07-14",\N
2299,29,0,"Footwork","British",1996,10,9,"British Grand Prix","1996-07-14",\N
2300,18,0,"Minardi","Italian",1996,10,9,"British Grand Prix","1996-07-14",\N
2301,27,0,"Ligier","French",1996,10,9,"British Grand Prix","1996-07-14",\N
2302,6,0,"Ferrari","Italian",1996,10,9,"British Grand Prix","1996-07-14",\N
2303,28,0,"Forti","Italian",1996,10,9,"British Grand Prix","1996-07-14",\N
2304,3,14,"Williams","British",1996,11,10,"German Grand Prix","1996-07-28",\N
2305,22,6,"Benetton","Italian",1996,11,10,"German Grand Prix","1996-07-28",\N
2306,6,3,"Ferrari","Italian",1996,11,10,"German Grand Prix","1996-07-28",\N
2307,1,2,"McLaren","British",1996,11,10,"German Grand Prix","1996-07-28",\N
2308,17,1,"Jordan","Irish",1996,11,10,"German Grand Prix","1996-07-28",\N
2309,27,0,"Ligier","French",1996,11,10,"German Grand Prix","1996-07-28",\N
2310,15,0,"Sauber","Swiss",1996,11,10,"German Grand Prix","1996-07-28",\N
2311,25,0,"Tyrrell","British",1996,11,10,"German Grand Prix","1996-07-28",\N
2312,29,0,"Footwork","British",1996,11,10,"German Grand Prix","1996-07-28",\N
2313,18,0,"Minardi","Italian",1996,11,10,"German Grand Prix","1996-07-28",\N
2314,3,16,"Williams","British",1996,12,11,"Hungarian Grand Prix","1996-08-11",\N
2315,22,4,"Benetton","Italian",1996,12,11,"Hungarian Grand Prix","1996-08-11",\N
2316,1,3,"McLaren","British",1996,12,11,"Hungarian Grand Prix","1996-08-11",\N
2317,27,2,"Ligier","French",1996,12,11,"Hungarian Grand Prix","1996-08-11",\N
2318,17,1,"Jordan","Irish",1996,12,11,"Hungarian Grand Prix","1996-08-11",\N
2319,25,0,"Tyrrell","British",1996,12,11,"Hungarian Grand Prix","1996-08-11",\N
2320,29,0,"Footwork","British",1996,12,11,"Hungarian Grand Prix","1996-08-11",\N
2321,6,0,"Ferrari","Italian",1996,12,11,"Hungarian Grand Prix","1996-08-11",\N
2322,18,0,"Minardi","Italian",1996,12,11,"Hungarian Grand Prix","1996-08-11",\N
2323,15,0,"Sauber","Swiss",1996,12,11,"Hungarian Grand Prix","1996-08-11",\N
2324,6,10,"Ferrari","Italian",1996,13,13,"Belgian Grand Prix","1996-08-25",\N
2325,3,8,"Williams","British",1996,13,13,"Belgian Grand Prix","1996-08-25",\N
2326,1,4,"McLaren","British",1996,13,13,"Belgian Grand Prix","1996-08-25",\N
2327,22,4,"Benetton","Italian",1996,13,13,"Belgian Grand Prix","1996-08-25",\N
2328,25,0,"Tyrrell","British",1996,13,13,"Belgian Grand Prix","1996-08-25",\N
2329,29,0,"Footwork","British",1996,13,13,"Belgian Grand Prix","1996-08-25",\N
2330,18,0,"Minardi","Italian",1996,13,13,"Belgian Grand Prix","1996-08-25",\N
2331,17,0,"Jordan","Irish",1996,13,13,"Belgian Grand Prix","1996-08-25",\N
2332,27,0,"Ligier","French",1996,13,13,"Belgian Grand Prix","1996-08-25",\N
2333,15,0,"Sauber","Swiss",1996,13,13,"Belgian Grand Prix","1996-08-25",\N
2334,6,10,"Ferrari","Italian",1996,14,14,"Italian Grand Prix","1996-09-08",\N
2335,22,6,"Benetton","Italian",1996,14,14,"Italian Grand Prix","1996-09-08",\N
2336,1,4,"McLaren","British",1996,14,14,"Italian Grand Prix","1996-09-08",\N
2337,17,5,"Jordan","Irish",1996,14,14,"Italian Grand Prix","1996-09-08",\N
2338,27,1,"Ligier","French",1996,14,14,"Italian Grand Prix","1996-09-08",\N
2339,3,0,"Williams","British",1996,14,14,"Italian Grand Prix","1996-09-08",\N
2340,29,0,"Footwork","British",1996,14,14,"Italian Grand Prix","1996-09-08",\N
2341,15,0,"Sauber","Swiss",1996,14,14,"Italian Grand Prix","1996-09-08",\N
2342,25,0,"Tyrrell","British",1996,14,14,"Italian Grand Prix","1996-09-08",\N
2343,18,0,"Minardi","Italian",1996,14,14,"Italian Grand Prix","1996-09-08",\N
2344,3,16,"Williams","British",1996,15,27,"Portuguese Grand Prix","1996-09-22",\N
2345,6,6,"Ferrari","Italian",1996,15,27,"Portuguese Grand Prix","1996-09-22",\N
2346,22,4,"Benetton","Italian",1996,15,27,"Portuguese Grand Prix","1996-09-22",\N
2347,15,0,"Sauber","Swiss",1996,15,27,"Portuguese Grand Prix","1996-09-22",\N
2348,17,0,"Jordan","Irish",1996,15,27,"Portuguese Grand Prix","1996-09-22",\N
2349,27,0,"Ligier","French",1996,15,27,"Portuguese Grand Prix","1996-09-22",\N
2350,25,0,"Tyrrell","British",1996,15,27,"Portuguese Grand Prix","1996-09-22",\N
2351,1,0,"McLaren","British",1996,15,27,"Portuguese Grand Prix","1996-09-22",\N
2352,29,0,"Footwork","British",1996,15,27,"Portuguese Grand Prix","1996-09-22",\N
2353,18,0,"Minardi","Italian",1996,15,27,"Portuguese Grand Prix","1996-09-22",\N
2354,3,10,"Williams","British",1996,16,22,"Japanese Grand Prix","1996-10-13",\N
2355,6,6,"Ferrari","Italian",1996,16,22,"Japanese Grand Prix","1996-10-13",\N
2356,1,4,"McLaren","British",1996,16,22,"Japanese Grand Prix","1996-10-13",\N
2357,22,3,"Benetton","Italian",1996,16,22,"Japanese Grand Prix","1996-10-13",\N
2358,17,2,"Jordan","Irish",1996,16,22,"Japanese Grand Prix","1996-10-13",\N
2359,15,1,"Sauber","Swiss",1996,16,22,"Japanese Grand Prix","1996-10-13",\N
2360,27,0,"Ligier","French",1996,16,22,"Japanese Grand Prix","1996-10-13",\N
2361,29,0,"Footwork","British",1996,16,22,"Japanese Grand Prix","1996-10-13",\N
2362,18,0,"Minardi","Italian",1996,16,22,"Japanese Grand Prix","1996-10-13",\N
2363,25,0,"Tyrrell","British",1996,16,22,"Japanese Grand Prix","1996-10-13",\N
2364,22,10,"Benetton","Italian",1995,1,18,"Brazilian Grand Prix","1995-03-26",\N
2365,3,6,"Williams","British",1995,1,18,"Brazilian Grand Prix","1995-03-26",\N
2366,6,6,"Ferrari","Italian",1995,1,18,"Brazilian Grand Prix","1995-03-26",\N
2367,1,4,"McLaren","British",1995,1,18,"Brazilian Grand Prix","1995-03-26",\N
2368,25,0,"Tyrrell","British",1995,1,18,"Brazilian Grand Prix","1995-03-26",\N
2369,27,0,"Ligier","French",1995,1,18,"Brazilian Grand Prix","1995-03-26",\N
2370,30,0,"Pacific","British",1995,1,18,"Brazilian Grand Prix","1995-03-26",\N
2371,28,0,"Forti","Italian",1995,1,18,"Brazilian Grand Prix","1995-03-26",\N
2372,29,0,"Footwork","British",1995,1,18,"Brazilian Grand Prix","1995-03-26",\N
2373,18,0,"Minardi","Italian",1995,1,18,"Brazilian Grand Prix","1995-03-26",\N
2374,15,0,"Sauber","Swiss",1995,1,18,"Brazilian Grand Prix","1995-03-26",\N
2375,17,0,"Jordan","Irish",1995,1,18,"Brazilian Grand Prix","1995-03-26",\N
2376,31,0,"Simtek","British",1995,1,18,"Brazilian Grand Prix","1995-03-26",\N
2377,3,10,"Williams","British",1995,2,25,"Argentine Grand Prix","1995-04-09",\N
2378,6,7,"Ferrari","Italian",1995,2,25,"Argentine Grand Prix","1995-04-09",\N
2379,22,7,"Benetton","Italian",1995,2,25,"Argentine Grand Prix","1995-04-09",\N
2380,15,2,"Sauber","Swiss",1995,2,25,"Argentine Grand Prix","1995-04-09",\N
2381,27,0,"Ligier","French",1995,2,25,"Argentine Grand Prix","1995-04-09",\N
2382,25,0,"Tyrrell","British",1995,2,25,"Argentine Grand Prix","1995-04-09",\N
2383,31,0,"Simtek","British",1995,2,25,"Argentine Grand Prix","1995-04-09",\N
2384,28,0,"Forti","Italian",1995,2,25,"Argentine Grand Prix","1995-04-09",\N
2385,18,0,"Minardi","Italian",1995,2,25,"Argentine Grand Prix","1995-04-09",\N
2386,29,0,"Footwork","British",1995,2,25,"Argentine Grand Prix","1995-04-09",\N
2387,17,0,"Jordan","Irish",1995,2,25,"Argentine Grand Prix","1995-04-09",\N
2388,1,0,"McLaren","British",1995,2,25,"Argentine Grand Prix","1995-04-09",\N
2389,30,0,"Pacific","British",1995,2,25,"Argentine Grand Prix","1995-04-09",\N
2390,3,13,"Williams","British",1995,3,21,"San Marino Grand Prix","1995-04-30",\N
2391,6,10,"Ferrari","Italian",1995,3,21,"San Marino Grand Prix","1995-04-30",\N
2392,1,2,"McLaren","British",1995,3,21,"San Marino Grand Prix","1995-04-30",\N
2393,15,1,"Sauber","Swiss",1995,3,21,"San Marino Grand Prix","1995-04-30",\N
2394,22,0,"Benetton","Italian",1995,3,21,"San Marino Grand Prix","1995-04-30",\N
2395,17,0,"Jordan","Irish",1995,3,21,"San Marino Grand Prix","1995-04-30",\N
2396,27,0,"Ligier","French",1995,3,21,"San Marino Grand Prix","1995-04-30",\N
2397,18,0,"Minardi","Italian",1995,3,21,"San Marino Grand Prix","1995-04-30",\N
2398,29,0,"Footwork","British",1995,3,21,"San Marino Grand Prix","1995-04-30",\N
2399,28,0,"Forti","Italian",1995,3,21,"San Marino Grand Prix","1995-04-30",\N
2400,30,0,"Pacific","British",1995,3,21,"San Marino Grand Prix","1995-04-30",\N
2401,31,0,"Simtek","British",1995,3,21,"San Marino Grand Prix","1995-04-30",\N
2402,25,0,"Tyrrell","British",1995,3,21,"San Marino Grand Prix","1995-04-30",\N
2403,22,16,"Benetton","Italian",1995,4,4,"Spanish Grand Prix","1995-05-14",\N
2404,6,4,"Ferrari","Italian",1995,4,4,"Spanish Grand Prix","1995-05-14",\N
2405,3,3,"Williams","British",1995,4,4,"Spanish Grand Prix","1995-05-14",\N
2406,17,2,"Jordan","Irish",1995,4,4,"Spanish Grand Prix","1995-05-14",\N
